sid,id,minority,female,ses,mathach,size,catholic,pracad,disclim,himinty,meanses
S3985,5761,other,female,0.272,13.7,215,catholic,0.63,-0.892,0,-0.317
S3986,5761,other,female,-0.598,3.422,215,catholic,0.63,-0.892,0,-0.317
S3987,5761,other,female,-0.158,4.462,215,catholic,0.63,-0.892,0,-0.317
S3988,5761,minority,female,-0.668,8.118,215,catholic,0.63,-0.892,0,-0.317
S3989,5761,minority,female,-0.768,17.931,215,catholic,0.63,-0.892,0,-0.317
S3990,5761,minority,female,-0.028,1.288,215,catholic,0.63,-0.892,0,-0.317
S3991,5761,other,female,0.842,14.836,215,catholic,0.63,-0.892,0,-0.317
S3992,5761,other,female,-0.378,6.861,215,catholic,0.63,-0.892,0,-0.317
S3993,5761,minority,female,-0.278,14.872,215,catholic,0.63,-0.892,0,-0.317
S3994,5761,minority,female,0.192,14.73,215,catholic,0.63,-0.892,0,-0.317
S3995,5761,minority,female,-0.558,5.076,215,catholic,0.63,-0.892,0,-0.317
S3996,5761,minority,female,-1.128,14.491,215,catholic,0.63,-0.892,0,-0.317
S3997,5761,minority,female,-1.038,-0.493,215,catholic,0.63,-0.892,0,-0.317
S3998,5761,other,female,-0.508,10.084,215,catholic,0.63,-0.892,0,-0.317
S3999,5761,minority,female,-1.008,17.565,215,catholic,0.63,-0.892,0,-0.317
S4000,5761,other,female,-0.798,5.655,215,catholic,0.63,-0.892,0,-0.317
S4001,5761,other,female,-0.838,15.644,215,catholic,0.63,-0.892,0,-0.317
S4002,5761,minority,female,-0.708,-1.559,215,catholic,0.63,-0.892,0,-0.317
S4003,5761,minority,female,-0.898,6.659,215,catholic,0.63,-0.892,0,-0.317
S4004,5761,other,female,-1.178,11.629,215,catholic,0.63,-0.892,0,-0.317
S4005,5762,minority,male,-1.308,8.529,1826,public,0.24,0.364,1,-1.188
S4006,5762,minority,male,-0.828,13.453,1826,public,0.24,0.364,1,-1.188
S4007,5762,minority,male,-1.498,10.81,1826,public,0.24,0.364,1,-1.188
S4008,5762,minority,female,-1.768,0.585,1826,public,0.24,0.364,1,-1.188
S4009,5762,minority,male,-1.028,-2.252,1826,public,0.24,0.364,1,-1.188
S4010,5762,minority,male,-0.438,2.633,1826,public,0.24,0.364,1,-1.188
S4011,5762,minority,female,-1.118,-2.55,1826,public,0.24,0.364,1,-1.188
S4012,5762,minority,female,-1.428,3.284,1826,public,0.24,0.364,1,-1.188
S4013,5762,minority,female,-0.858,2.43,1826,public,0.24,0.364,1,-1.188
S4014,5762,minority,female,-1.758,12.771,1826,public,0.24,0.364,1,-1.188
S4015,5762,other,female,-1.448,4.888,1826,public,0.24,0.364,1,-1.188
S4016,5762,minority,female,-1.358,7.081,1826,public,0.24,0.364,1,-1.188
S4017,5762,minority,male,-1.848,5.813,1826,public,0.24,0.364,1,-1.188
S4018,5762,minority,male,-1.648,5.037,1826,public,0.24,0.364,1,-1.188
S4019,5762,minority,female,-1.358,-2.224,1826,public,0.24,0.364,1,-1.188
S4020,5762,minority,male,-0.588,6.524,1826,public,0.24,0.364,1,-1.188
S4021,5762,minority,male,-1.118,-2.721,1826,public,0.24,0.364,1,-1.188
S4022,5762,minority,male,-1.948,0.193,1826,public,0.24,0.364,1,-1.188
S4023,5762,minority,female,0.052,0.959,1826,public,0.24,0.364,1,-1.188
S4024,5762,minority,female,-1.608,6.366,1826,public,0.24,0.364,1,-1.188
S4025,5762,minority,female,-0.768,4.423,1826,public,0.24,0.364,1,-1.188
S4026,5762,minority,female,-2.078,3.954,1826,public,0.24,0.364,1,-1.188
S4027,5762,minority,male,-1.488,2.572,1826,public,0.24,0.364,1,-1.188
S4028,5762,minority,female,-0.838,19.424,1826,public,0.24,0.364,1,-1.188
S4029,5762,minority,male,-0.988,7.094,1826,public,0.24,0.364,1,-1.188
S4030,5762,minority,female,-0.898,2.764,1826,public,0.24,0.364,1,-1.188
S4031,5762,minority,male,-0.208,3.73,1826,public,0.24,0.364,1,-1.188
S4032,5762,other,female,-0.888,-0.754,1826,public,0.24,0.364,1,-1.188
S4033,5762,minority,female,-1.578,-2.832,1826,public,0.24,0.364,1,-1.188
S4034,5762,minority,female,-0.078,1.045,1826,public,0.24,0.364,1,-1.188
S4035,5762,other,female,-1.308,9.385,1826,public,0.24,0.364,1,-1.188
S4036,5762,other,male,-1.368,2.617,1826,public,0.24,0.364,1,-1.188
S4037,5762,minority,female,-1.118,1.083,1826,public,0.24,0.364,1,-1.188
S4038,5762,minority,female,-1.238,7.722,1826,public,0.24,0.364,1,-1.188
S4039,5762,minority,female,-1.538,5.312,1826,public,0.24,0.364,1,-1.188
S4040,5762,minority,male,-0.988,0.569,1826,public,0.24,0.364,1,-1.188
S4041,5762,minority,male,-1.908,10.303,1826,public,0.24,0.364,1,-1.188
S4042,5783,other,male,-0.548,4.983,1832,public,0.54,0.46,0,0.179
S4043,5783,other,female,0.322,9.725,1832,public,0.54,0.46,0,0.179
S4044,5783,other,female,-0.728,21.504,1832,public,0.54,0.46,0,0.179
S4045,5783,other,female,0.022,11.637,1832,public,0.54,0.46,0,0.179
S4046,5783,other,female,-0.168,4.858,1832,public,0.54,0.46,0,0.179
S4047,5783,other,male,0.502,17.53,1832,public,0.54,0.46,0,0.179
S4048,5783,minority,female,-0.498,0.148,1832,public,0.54,0.46,0,0.179
S4049,5783,other,female,0.522,17.718,1832,public,0.54,0.46,0,0.179
S4050,5783,minority,female,0.612,1.288,1832,public,0.54,0.46,0,0.179
S4051,5783,minority,male,0.762,3.083,1832,public,0.54,0.46,0,0.179
S4052,5783,minority,female,1.002,18.026,1832,public,0.54,0.46,0,0.179
S4053,5783,other,female,-0.538,10.652,1832,public,0.54,0.46,0,0.179
S4054,5783,other,female,-0.298,20,1832,public,0.54,0.46,0,0.179
S4055,5783,minority,female,1.152,11.593,1832,public,0.54,0.46,0,0.179
S4056,5783,other,female,-0.168,17.416,1832,public,0.54,0.46,0,0.179
S4057,5783,other,male,0.852,17.059,1832,public,0.54,0.46,0,0.179
S4058,5783,other,female,0.342,9.413,1832,public,0.54,0.46,0,0.179
S4059,5783,other,male,1.152,22.794,1832,public,0.54,0.46,0,0.179
S4060,5783,other,male,-0.188,15.456,1832,public,0.54,0.46,0,0.179
S4061,5783,other,male,0.982,18.326,1832,public,0.54,0.46,0,0.179
S4062,5783,other,male,0.272,13.009,1832,public,0.54,0.46,0,0.179
S4063,5783,other,female,-0.528,7.417,1832,public,0.54,0.46,0,0.179
S4064,5783,other,female,-0.348,14.704,1832,public,0.54,0.46,0,0.179
S4065,5783,other,male,0.742,10.927,1832,public,0.54,0.46,0,0.179
S4066,5783,other,male,1.122,22.541,1832,public,0.54,0.46,0,0.179
S4067,5783,other,male,0.822,21.141,1832,public,0.54,0.46,0,0.179
S4068,5783,other,female,-2.328,5.499,1832,public,0.54,0.46,0,0.179
S4069,5783,minority,female,0.492,17.287,1832,public,0.54,0.46,0,0.179
S4070,5783,minority,male,-0.318,15.626,1832,public,0.54,0.46,0,0.179
S4071,5815,other,female,-1.828,5.964,949,public,0.19,1.749,0,-0.674
S4072,5815,minority,male,-1.478,0.842,949,public,0.19,1.749,0,-0.674
S4073,5815,minority,male,-1.068,5.271,949,public,0.19,1.749,0,-0.674
S4074,5815,other,male,-0.228,17.43,949,public,0.19,1.749,0,-0.674
S4075,5815,other,male,0.292,10.485,949,public,0.19,1.749,0,-0.674
S4076,5815,other,female,-0.818,0.371,949,public,0.19,1.749,0,-0.674
S4077,5815,other,male,-0.228,12.521,949,public,0.19,1.749,0,-0.674
S4078,5815,minority,female,-0.718,2.865,949,public,0.19,1.749,0,-0.674
S4079,5815,other,female,-0.048,12.484,949,public,0.19,1.749,0,-0.674
S4080,5815,other,female,-0.718,14.206,949,public,0.19,1.749,0,-0.674
S4081,5815,other,female,-0.588,19.598,949,public,0.19,1.749,0,-0.674
S4082,5815,other,male,-0.518,6.707,949,public,0.19,1.749,0,-0.674
S4083,5815,minority,male,-0.268,3.9,949,public,0.19,1.749,0,-0.674
S4084,5815,minority,female,-1.768,1.27,949,public,0.19,1.749,0,-0.674
S4085,5815,other,female,-0.918,11.182,949,public,0.19,1.749,0,-0.674
S4086,5815,minority,female,-0.778,-1.603,949,public,0.19,1.749,0,-0.674
S4087,5815,minority,male,-1.018,14.165,949,public,0.19,1.749,0,-0.674
S4088,5815,minority,male,-0.568,2.04,949,public,0.19,1.749,0,-0.674
S4089,5815,minority,female,-0.688,7.123,949,public,0.19,1.749,0,-0.674
S4090,5815,other,female,0.182,5.443,949,public,0.19,1.749,0,-0.674
S4091,5815,other,female,-0.038,6.44,949,public,0.19,1.749,0,-0.674
S4092,5815,minority,male,-1.488,3.778,949,public,0.19,1.749,0,-0.674
S4093,5815,other,female,-1.018,5.034,949,public,0.19,1.749,0,-0.674
S4094,5815,other,male,-0.008,3.278,949,public,0.19,1.749,0,-0.674
S4095,5815,other,female,-0.678,10.99,949,public,0.19,1.749,0,-0.674
S4096,5819,other,male,0.332,5.698,1302,public,0.41,-0.26,0,0.188
S4097,5819,other,male,-0.768,1.068,1302,public,0.41,-0.26,0,0.188
S4098,5819,minority,male,-0.238,13.427,1302,public,0.41,-0.26,0,0.188
S4099,5819,other,female,-0.238,13.702,1302,public,0.41,-0.26,0,0.188
S4100,5819,other,male,1.312,11.802,1302,public,0.41,-0.26,0,0.188
S4101,5819,other,male,0.822,14.658,1302,public,0.41,-0.26,0,0.188
S4102,5819,other,female,-0.188,18.881,1302,public,0.41,-0.26,0,0.188
S4103,5819,other,female,-0.088,2.191,1302,public,0.41,-0.26,0,0.188
S4104,5819,other,male,0.442,5.19,1302,public,0.41,-0.26,0,0.188
S4105,5819,other,female,0.332,19.487,1302,public,0.41,-0.26,0,0.188
S4106,5819,other,male,0.182,7.381,1302,public,0.41,-0.26,0,0.188
S4107,5819,other,female,0.882,9.741,1302,public,0.41,-0.26,0,0.188
S4108,5819,other,female,0.692,11.149,1302,public,0.41,-0.26,0,0.188
S4109,5819,other,male,1.212,16.246,1302,public,0.41,-0.26,0,0.188
S4110,5819,other,male,0.072,7.782,1302,public,0.41,-0.26,0,0.188
S4111,5819,other,male,-1.078,19.357,1302,public,0.41,-0.26,0,0.188
S4112,5819,other,male,0.792,15.575,1302,public,0.41,-0.26,0,0.188
S4113,5819,other,female,1.262,15.669,1302,public,0.41,-0.26,0,0.188
S4114,5819,minority,female,-1.118,15.108,1302,public,0.41,-0.26,0,0.188
S4115,5819,other,female,-0.658,11.933,1302,public,0.41,-0.26,0,0.188
S4116,5819,other,male,-0.888,6.032,1302,public,0.41,-0.26,0,0.188
S4117,5819,other,male,-0.308,23.185,1302,public,0.41,-0.26,0,0.188
S4118,5819,other,male,0.082,1.584,1302,public,0.41,-0.26,0,0.188
S4119,5819,other,male,0.022,2.272,1302,public,0.41,-0.26,0,0.188
S4120,5819,other,female,0.312,16.837,1302,public,0.41,-0.26,0,0.188
S4121,5819,other,female,0.692,16.688,1302,public,0.41,-0.26,0,0.188
S4122,5819,other,female,0.782,13.652,1302,public,0.41,-0.26,0,0.188
S4123,5819,other,male,0.072,5.825,1302,public,0.41,-0.26,0,0.188
S4124,5819,other,male,0.552,24.812,1302,public,0.41,-0.26,0,0.188
S4125,5819,other,female,0.142,16.936,1302,public,0.41,-0.26,0,0.188
S4126,5819,other,male,1.072,24.483,1302,public,0.41,-0.26,0,0.188
S4127,5819,other,female,1.022,7.492,1302,public,0.41,-0.26,0,0.188
S4128,5819,other,male,-0.348,3.886,1302,public,0.41,-0.26,0,0.188
S4129,5819,other,female,0.262,-2.132,1302,public,0.41,-0.26,0,0.188
S4130,5819,other,male,0.192,18.62,1302,public,0.41,-0.26,0,0.188
S4131,5819,other,female,0.592,16.084,1302,public,0.41,-0.26,0,0.188
S4132,5819,other,female,0.592,20.441,1302,public,0.41,-0.26,0,0.188
S4133,5819,other,female,0.462,3.237,1302,public,0.41,-0.26,0,0.188
S4134,5819,other,female,-0.078,18.142,1302,public,0.41,-0.26,0,0.188
S4135,5819,other,male,0.302,10.165,1302,public,0.41,-0.26,0,0.188
S4136,5819,other,female,-0.088,24.479,1302,public,0.41,-0.26,0,0.188
S4137,5819,other,female,-0.608,3.615,1302,public,0.41,-0.26,0,0.188
S4138,5819,other,female,0.152,12.465,1302,public,0.41,-0.26,0,0.188
S4139,5819,other,female,-0.008,14.736,1302,public,0.41,-0.26,0,0.188
S4140,5819,other,male,0.002,13.854,1302,public,0.41,-0.26,0,0.188
S4141,5819,other,female,0.792,18.01,1302,public,0.41,-0.26,0,0.188
S4142,5819,other,male,0.302,11.794,1302,public,0.41,-0.26,0,0.188
S4143,5819,other,male,-0.088,13.848,1302,public,0.41,-0.26,0,0.188
S4144,5819,other,female,-0.998,12.192,1302,public,0.41,-0.26,0,0.188
S4145,5819,other,male,0.132,-2.334,1302,public,0.41,-0.26,0,0.188
S4146,5838,other,female,-0.038,13.903,1627,public,0.53,0.138,0,0.163
S4147,5838,other,female,0.772,14.123,1627,public,0.53,0.138,0,0.163
S4148,5838,other,male,0.152,24.133,1627,public,0.53,0.138,0,0.163
S4149,5838,other,female,0.842,22.449,1627,public,0.53,0.138,0,0.163
S4150,5838,other,male,-0.188,10.225,1627,public,0.53,0.138,0,0.163
S4151,5838,other,female,-0.118,5.441,1627,public,0.53,0.138,0,0.163
S4152,5838,other,female,-0.168,7.477,1627,public,0.53,0.138,0,0.163
S4153,5838,minority,male,-0.228,14.707,1627,public,0.53,0.138,0,0.163
S4154,5838,other,male,-0.828,13.934,1627,public,0.53,0.138,0,0.163
S4155,5838,other,female,-0.598,10.504,1627,public,0.53,0.138,0,0.163
S4156,5838,other,female,0.212,14.275,1627,public,0.53,0.138,0,0.163
S4157,5838,other,male,0.152,21.355,1627,public,0.53,0.138,0,0.163
S4158,5838,other,female,-0.888,8.754,1627,public,0.53,0.138,0,0.163
S4159,5838,other,male,0.932,13.701,1627,public,0.53,0.138,0,0.163
S4160,5838,other,female,-0.958,9.614,1627,public,0.53,0.138,0,0.163
S4161,5838,other,female,0.982,10.439,1627,public,0.53,0.138,0,0.163
S4162,5838,other,male,-0.248,3.584,1627,public,0.53,0.138,0,0.163
S4163,5838,other,male,-0.168,20.673,1627,public,0.53,0.138,0,0.163
S4164,5838,other,female,0.462,12.335,1627,public,0.53,0.138,0,0.163
S4165,5838,other,male,0.502,10.479,1627,public,0.53,0.138,0,0.163
S4166,5838,other,female,-0.148,15.515,1627,public,0.53,0.138,0,0.163
S4167,5838,other,female,1.072,9.875,1627,public,0.53,0.138,0,0.163
S4168,5838,other,female,0.712,17.327,1627,public,0.53,0.138,0,0.163
S4169,5838,other,male,0.932,7.193,1627,public,0.53,0.138,0,0.163
S4170,5838,other,male,1.512,16.189,1627,public,0.53,0.138,0,0.163
S4171,5838,other,female,-0.038,16.948,1627,public,0.53,0.138,0,0.163
S4172,5838,other,female,0.732,17.312,1627,public,0.53,0.138,0,0.163
S4173,5838,other,male,-0.038,20.765,1627,public,0.53,0.138,0,0.163
S4174,5838,other,male,0.242,19.485,1627,public,0.53,0.138,0,0.163
S4175,5838,other,female,-0.298,19.247,1627,public,0.53,0.138,0,0.163
S4176,5838,other,female,-0.408,2.417,1627,public,0.53,0.138,0,0.163
S4177,5937,other,male,1.122,23.88,1153,public,0.58,-0.142,0,0.657
S4178,5937,other,male,1.262,23.771,1153,public,0.58,-0.142,0,0.657
S4179,5937,other,male,1.042,18.312,1153,public,0.58,-0.142,0,0.657
S4180,5937,other,male,0.362,17.539,1153,public,0.58,-0.142,0,0.657
S4181,5937,other,male,-0.018,6.102,1153,public,0.58,-0.142,0,0.657
S4182,5937,other,female,1.512,18.4,1153,public,0.58,-0.142,0,0.657
S4183,5937,other,male,0.632,19.4,1153,public,0.58,-0.142,0,0.657
S4184,5937,other,female,1.202,18.56,1153,public,0.58,-0.142,0,0.657
S4185,5937,other,female,1.172,8.631,1153,public,0.58,-0.142,0,0.657
S4186,5937,other,female,1.072,18.38,1153,public,0.58,-0.142,0,0.657
S4187,5937,other,male,0.662,14.503,1153,public,0.58,-0.142,0,0.657
S4188,5937,other,male,0.482,23.822,1153,public,0.58,-0.142,0,0.657
S4189,5937,other,male,0.952,12.911,1153,public,0.58,-0.142,0,0.657
S4190,5937,other,female,-0.148,18.345,1153,public,0.58,-0.142,0,0.657
S4191,5937,other,female,0.612,17.152,1153,public,0.58,-0.142,0,0.657
S4192,5937,other,female,-0.068,12.846,1153,public,0.58,-0.142,0,0.657
S4193,5937,other,female,0.702,18.358,1153,public,0.58,-0.142,0,0.657
S4194,5937,other,female,-0.568,17.19,1153,public,0.58,-0.142,0,0.657
S4195,5937,other,male,0.822,4.141,1153,public,0.58,-0.142,0,0.657
S4196,5937,other,male,0.932,10.045,1153,public,0.58,-0.142,0,0.657
S4197,5937,other,male,1.382,20.011,1153,public,0.58,-0.142,0,0.657
S4198,5937,other,female,0.202,19.803,1153,public,0.58,-0.142,0,0.657
S4199,5937,other,female,1.122,21.66,1153,public,0.58,-0.142,0,0.657
S4200,5937,other,male,0.222,22.717,1153,public,0.58,-0.142,0,0.657
S4201,5937,minority,female,-0.748,16.219,1153,public,0.58,-0.142,0,0.657
S4202,5937,other,female,0.232,15.92,1153,public,0.58,-0.142,0,0.657
S4203,5937,other,female,0.992,12.853,1153,public,0.58,-0.142,0,0.657
S4204,5937,other,male,0.842,17.321,1153,public,0.58,-0.142,0,0.657
S4205,5937,other,female,0.892,17.711,1153,public,0.58,-0.142,0,0.657
S4206,6074,other,female,-0.438,21.142,2051,catholic,0.32,-1.018,0,-0.271
S4207,6074,other,female,-1.068,4.826,2051,catholic,0.32,-1.018,0,-0.271
S4208,6074,other,female,-0.798,15.473,2051,catholic,0.32,-1.018,0,-0.271
S4209,6074,other,female,0.292,4.472,2051,catholic,0.32,-1.018,0,-0.271
S4210,6074,other,female,0.042,12.553,2051,catholic,0.32,-1.018,0,-0.271
S4211,6074,other,female,-0.368,19.772,2051,catholic,0.32,-1.018,0,-0.271
S4212,6074,other,female,-0.748,4.176,2051,catholic,0.32,-1.018,0,-0.271
S4213,6074,other,female,-0.438,15.573,2051,catholic,0.32,-1.018,0,-0.271
S4214,6074,minority,female,-0.708,18.807,2051,catholic,0.32,-1.018,0,-0.271
S4215,6074,other,female,-0.828,8.914,2051,catholic,0.32,-1.018,0,-0.271
S4216,6074,other,female,-0.258,8.005,2051,catholic,0.32,-1.018,0,-0.271
S4217,6074,other,female,-0.278,15.241,2051,catholic,0.32,-1.018,0,-0.271
S4218,6074,other,female,-0.768,19.184,2051,catholic,0.32,-1.018,0,-0.271
S4219,6074,other,female,-0.438,13.302,2051,catholic,0.32,-1.018,0,-0.271
S4220,6074,other,female,0.252,14.818,2051,catholic,0.32,-1.018,0,-0.271
S4221,6074,other,female,-0.818,15.502,2051,catholic,0.32,-1.018,0,-0.271
S4222,6074,other,female,-0.038,8.642,2051,catholic,0.32,-1.018,0,-0.271
S4223,6074,other,female,-1.098,7.316,2051,catholic,0.32,-1.018,0,-0.271
S4224,6074,other,female,0.022,15.243,2051,catholic,0.32,-1.018,0,-0.271
S4225,6074,other,female,-0.798,10.654,2051,catholic,0.32,-1.018,0,-0.271
S4226,6074,other,female,-0.668,15.076,2051,catholic,0.32,-1.018,0,-0.271
S4227,6074,other,female,-0.198,18.324,2051,catholic,0.32,-1.018,0,-0.271
S4228,6074,other,female,-0.508,18.875,2051,catholic,0.32,-1.018,0,-0.271
S4229,6074,other,female,0.142,16.89,2051,catholic,0.32,-1.018,0,-0.271
S4230,6074,other,female,-0.748,17.681,2051,catholic,0.32,-1.018,0,-0.271
S4231,6074,other,female,-0.028,7.907,2051,catholic,0.32,-1.018,0,-0.271
S4232,6074,other,female,0.662,9.38,2051,catholic,0.32,-1.018,0,-0.271
S4233,6074,other,female,-0.678,5.236,2051,catholic,0.32,-1.018,0,-0.271
S4234,6074,other,female,-0.748,23.917,2051,catholic,0.32,-1.018,0,-0.271
S4235,6074,other,female,0.442,15.636,2051,catholic,0.32,-1.018,0,-0.271
S4236,6074,other,female,0.092,22.427,2051,catholic,0.32,-1.018,0,-0.271
S4237,6074,other,female,-0.448,20.075,2051,catholic,0.32,-1.018,0,-0.271
S4238,6074,other,female,-0.608,11.344,2051,catholic,0.32,-1.018,0,-0.271
S4239,6074,other,female,-0.488,17.445,2051,catholic,0.32,-1.018,0,-0.271
S4240,6074,other,female,-1.778,2.124,2051,catholic,0.32,-1.018,0,-0.271
S4241,6074,other,female,0.522,1.099,2051,catholic,0.32,-1.018,0,-0.271
S4242,6074,other,female,0.542,20.251,2051,catholic,0.32,-1.018,0,-0.271
S4243,6074,other,female,-0.158,12.511,2051,catholic,0.32,-1.018,0,-0.271
S4244,6074,other,female,0.692,6.332,2051,catholic,0.32,-1.018,0,-0.271
S4245,6074,other,female,-1.608,7.082,2051,catholic,0.32,-1.018,0,-0.271
S4246,6074,other,female,0.672,12.55,2051,catholic,0.32,-1.018,0,-0.271
S4247,6074,other,female,-0.258,21.26,2051,catholic,0.32,-1.018,0,-0.271
S4248,6074,other,female,0.032,9.377,2051,catholic,0.32,-1.018,0,-0.271
S4249,6074,other,female,-1.118,15.842,2051,catholic,0.32,-1.018,0,-0.271
S4250,6074,other,female,0.852,6.963,2051,catholic,0.32,-1.018,0,-0.271
S4251,6074,other,female,0.672,21.986,2051,catholic,0.32,-1.018,0,-0.271
S4252,6074,other,female,-0.358,20.635,2051,catholic,0.32,-1.018,0,-0.271
S4253,6074,minority,female,-0.478,2.823,2051,catholic,0.32,-1.018,0,-0.271
S4254,6074,other,female,-0.618,17.173,2051,catholic,0.32,-1.018,0,-0.271
S4255,6074,other,female,-0.358,24.421,2051,catholic,0.32,-1.018,0,-0.271
S4256,6074,other,female,0.562,21.658,2051,catholic,0.32,-1.018,0,-0.271
S4257,6074,other,female,-0.568,21.734,2051,catholic,0.32,-1.018,0,-0.271
S4258,6074,other,female,-0.828,5.311,2051,catholic,0.32,-1.018,0,-0.271
S4259,6074,other,female,-0.488,9.831,2051,catholic,0.32,-1.018,0,-0.271
S4260,6074,other,female,1.512,19.882,2051,catholic,0.32,-1.018,0,-0.271
S4261,6074,other,female,0.122,16.956,2051,catholic,0.32,-1.018,0,-0.271
S4262,6089,other,female,-0.398,20.111,594,public,0.53,-0.965,0,0.092
S4263,6089,other,female,0.242,16.624,594,public,0.53,-0.965,0,0.092
S4264,6089,other,female,-0.028,15.343,594,public,0.53,-0.965,0,0.092
S4265,6089,other,male,1.032,20.613,594,public,0.53,-0.965,0,0.092
S4266,6089,other,male,0.172,20.069,594,public,0.53,-0.965,0,0.092
S4267,6089,other,female,0.292,6.761,594,public,0.53,-0.965,0,0.092
S4268,6089,other,female,-0.178,14.498,594,public,0.53,-0.965,0,0.092
S4269,6089,other,male,-0.138,21.052,594,public,0.53,-0.965,0,0.092
S4270,6089,other,male,-0.708,15.761,594,public,0.53,-0.965,0,0.092
S4271,6089,other,female,0.502,19.729,594,public,0.53,-0.965,0,0.092
S4272,6089,other,male,0.152,24.386,594,public,0.53,-0.965,0,0.092
S4273,6089,other,female,0.482,13.833,594,public,0.53,-0.965,0,0.092
S4274,6089,other,female,1.022,17.54,594,public,0.53,-0.965,0,0.092
S4275,6089,other,male,-0.298,-0.111,594,public,0.53,-0.965,0,0.092
S4276,6089,other,male,0.442,8.726,594,public,0.53,-0.965,0,0.092
S4277,6089,other,female,0.652,5.722,594,public,0.53,-0.965,0,0.092
S4278,6089,other,female,-1.238,11.303,594,public,0.53,-0.965,0,0.092
S4279,6089,other,male,-0.258,23.259,594,public,0.53,-0.965,0,0.092
S4280,6089,other,female,0.562,13.337,594,public,0.53,-0.965,0,0.092
S4281,6089,other,male,1.222,6.707,594,public,0.53,-0.965,0,0.092
S4282,6089,other,male,-0.698,22.854,594,public,0.53,-0.965,0,0.092
S4283,6089,other,female,-0.138,22.521,594,public,0.53,-0.965,0,0.092
S4284,6089,other,female,-0.288,13.947,594,public,0.53,-0.965,0,0.092
S4285,6089,other,female,0.892,19.499,594,public,0.53,-0.965,0,0.092
S4286,6089,other,male,0.292,12.577,594,public,0.53,-0.965,0,0.092
S4287,6089,other,female,-0.478,16.761,594,public,0.53,-0.965,0,0.092
S4288,6089,other,male,-0.718,13.901,594,public,0.53,-0.965,0,0.092
S4289,6089,other,female,0.642,12.605,594,public,0.53,-0.965,0,0.092
S4290,6089,other,male,0.502,13.544,594,public,0.53,-0.965,0,0.092
S4291,6089,other,female,-2.038,1.199,594,public,0.53,-0.965,0,0.092
S4292,6089,other,female,0.902,24.707,594,public,0.53,-0.965,0,0.092
S4293,6089,other,female,0.762,21.793,594,public,0.53,-0.965,0,0.092
S4294,6089,other,male,-0.328,22.625,594,public,0.53,-0.965,0,0.092
S4295,6144,other,male,0.202,13.89,1608,public,0.17,1.329,0,-0.432
S4296,6144,other,female,0.522,21.272,1608,public,0.17,1.329,0,-0.432
S4297,6144,other,male,-0.478,22.091,1608,public,0.17,1.329,0,-0.432
S4298,6144,minority,male,-0.538,6.02,1608,public,0.17,1.329,0,-0.432
S4299,6144,minority,male,-0.048,6.868,1608,public,0.17,1.329,0,-0.432
S4300,6144,minority,male,-0.128,10.037,1608,public,0.17,1.329,0,-0.432
S4301,6144,other,male,1.042,13.639,1608,public,0.17,1.329,0,-0.432
S4302,6144,other,female,-0.078,1.785,1608,public,0.17,1.329,0,-0.432
S4303,6144,other,female,-0.598,16.246,1608,public,0.17,1.329,0,-0.432
S4304,6144,other,male,-0.058,11.486,1608,public,0.17,1.329,0,-0.432
S4305,6144,other,male,-0.228,-1.852,1608,public,0.17,1.329,0,-0.432
S4306,6144,other,female,0.192,3.001,1608,public,0.17,1.329,0,-0.432
S4307,6144,minority,male,-1.308,4.239,1608,public,0.17,1.329,0,-0.432
S4308,6144,minority,male,-0.848,2.799,1608,public,0.17,1.329,0,-0.432
S4309,6144,other,female,0.032,21.64,1608,public,0.17,1.329,0,-0.432
S4310,6144,other,female,-0.498,14.616,1608,public,0.17,1.329,0,-0.432
S4311,6144,minority,male,-0.658,6.217,1608,public,0.17,1.329,0,-0.432
S4312,6144,minority,female,-1.168,0.251,1608,public,0.17,1.329,0,-0.432
S4313,6144,other,female,-0.428,16.239,1608,public,0.17,1.329,0,-0.432
S4314,6144,other,male,-1.778,1.107,1608,public,0.17,1.329,0,-0.432
S4315,6144,other,male,0.212,5.01,1608,public,0.17,1.329,0,-0.432
S4316,6144,other,female,1.512,12.65,1608,public,0.17,1.329,0,-0.432
S4317,6144,minority,female,-0.148,3.967,1608,public,0.17,1.329,0,-0.432
S4318,6144,other,male,-0.918,3.605,1608,public,0.17,1.329,0,-0.432
S4319,6144,other,female,-1.948,3.091,1608,public,0.17,1.329,0,-0.432
S4320,6144,other,male,-0.558,4.641,1608,public,0.17,1.329,0,-0.432
S4321,6144,other,female,-1.338,11.389,1608,public,0.17,1.329,0,-0.432
S4322,6144,other,female,0.282,8.362,1608,public,0.17,1.329,0,-0.432
S4323,6144,other,female,-0.208,4.554,1608,public,0.17,1.329,0,-0.432
S4324,6144,minority,female,-0.808,13.247,1608,public,0.17,1.329,0,-0.432
S4325,6144,other,female,-0.258,12.344,1608,public,0.17,1.329,0,-0.432
S4326,6144,other,female,0.072,8.464,1608,public,0.17,1.329,0,-0.432
S4327,6144,other,female,-0.658,0.778,1608,public,0.17,1.329,0,-0.432
S4328,6144,other,male,0.402,10.84,1608,public,0.17,1.329,0,-0.432
S4329,6144,other,female,-0.958,22.307,1608,public,0.17,1.329,0,-0.432
S4330,6144,other,male,-0.968,4.085,1608,public,0.17,1.329,0,-0.432
S4331,6144,other,male,-0.488,12.216,1608,public,0.17,1.329,0,-0.432
S4332,6144,minority,male,-1.248,-0.726,1608,public,0.17,1.329,0,-0.432
